,Timestamp,Open,High,Low,Close,Volume
0,2012-01-03,26968.850873973628,27264.940728033722,26944.176719468618,27264.940728033722,13740936.895373128
1,2012-01-04,27264.940728033722,27388.31150055876,26524.716092883486,26648.086865408524,13876422.794163357
2,2012-01-05,26475.36778387347,26623.412710903518,26031.233002783327,26031.233002783327,14050775.272953536
3,2012-01-06,26055.907157288337,26302.648702338414,25414.37914015813,25661.12068520821,15269135.156121919
4,2012-01-09,25661.12068520821,25685.794839713217,25044.266822583013,25068.94097708802,15691155.695787687
5,2012-01-10,25192.311749613058,25562.424067188178,25192.311749613058,25315.682522138097,16591490.497350644
6,2012-01-11,25093.61513159303,25266.334213128084,25019.592668078003,25192.311749613058,15518424.346507411
7,2012-01-12,25068.94097708802,25389.704985653123,24945.57020456298,25365.030831148113,15054700.25019936
8,2012-01-13,25365.030831148113,25907.862230258288,25315.682522138097,25809.165612238256,11875462.640088802
9,2012-01-16,25661.12068520821,25661.12068520821,25167.63759510805,25414.37914015813,9440971.926828157
10,2012-01-17,25685.794839713217,25858.51392124827,25266.334213128084,25562.424067188178,13873707.40223427
11,2012-01-18,25932.536384763294,25957.210539268304,25216.985904118068,25414.37914015813,12466810.157064047
12,2012-01-19,25611.772376198194,26450.693629368463,25587.098221693184,26450.693629368463,18158920.09223911
13,2012-01-20,26894.828410458606,27264.940728033722,26549.390247388492,27264.940728033722,20775058.367084503
14,2012-01-25,26944.176719468618,27758.42381813388,26944.176719468618,27487.008118578793,18470176.958140686
15,2012-01-26,27536.35642758881,27659.727200113848,26993.525028478634,27462.333964073787,14315059.911305644
16,2012-01-27,27635.05304560884,27758.42381813388,27412.98565506377,27758.42381813388,10337132.319903111
17,2012-01-30,27857.120436153913,27881.79459065892,27363.637346053754,27511.6822730838,13269269.264466546
18,2012-01-31,27264.940728033722,27635.05304560884,26870.154255953596,27314.289037043738,17628121.762458783
19,2012-02-01,27314.289037043738,27314.289037043738,26598.738556398508,26623.412710903518,18591559.030194752
20,2012-02-02,26796.131792438573,27240.266573528716,26351.99701134843,26648.086865408524,18196611.35334438
21,2012-02-03,26426.019474863453,26746.783483428557,26055.907157288337,26302.648702338414,14478834.5200437
22,2012-02-06,26746.783483428557,26919.50256496361,26302.648702338414,26500.04193837848,12871160.385071862
23,2012-02-07,26574.0644018935,27042.87333748865,26475.36778387347,26968.850873973628,9670483.337192822
24,2012-02-08,27116.895801003673,27141.569955508683,26746.783483428557,26944.176719468618,9600328.957651725
25,2012-02-09,26820.80594694358,26894.828410458606,26154.603775308366,26746.783483428557,19477263.137930825
26,2012-02-10,26746.783483428557,26746.783483428557,26179.277929813376,26203.952084318382,15089392.421711309
27,2012-02-13,26376.671165853437,26870.154255953596,26327.32285684342,26722.109328923547,12999837.539920496
28,2012-02-14,26746.783483428557,26870.154255953596,26500.04193837848,26648.086865408524,9990656.41539887
29,2012-02-15,27092.221646498667,28079.187826698984,26944.176719468618,28005.165363183958,23124926.11992816
30,2012-02-16,27881.79459065892,28128.536135708997,27659.727200113848,28005.165363183958,12507135.75362291
31,2012-02-17,28597.34507130415,29115.502315909314,28523.322607789123,29016.805697889282,14050167.349387323
32,2012-02-20,29066.154006899298,29460.940478979424,28770.064152839204,28992.131543384276,12018648.904051075
33,2012-02-21,28992.131543384276,29559.637096999457,28745.389998334194,29115.502315909314,8767392.615463028
34,2012-02-22,29164.85062491933,29608.985406009473,28918.10907986925,29534.962942494447,9553478.314815497
35,2012-02-23,28942.78323437426,29090.828161404308,28399.951835264084,28622.019225809156,18870312.24942275
36,2012-02-24,28449.3001442741,29263.547242939363,28449.3001442741,29115.502315909314,11548926.62855638
37,2012-02-27,28967.457388879266,29115.502315909314,28597.34507130415,28893.434925364243,6819483.9246000815
38,2012-02-28,29510.28878798944,29608.985406009473,29140.17647041432,29238.873088434353,13496997.432370318
39,2012-02-29,29386.918015464402,29831.052796554544,29386.918015464402,29757.030333039518,14007288.473850362
40,2012-03-02,29979.09772358459,30028.446032594606,29090.828161404308,29164.85062491933,14617805.847280223
41,2012-03-05,29362.243860959392,29386.918015464402,28770.064152839204,28967.457388879266,9064343.013439702
42,2012-03-06,29090.828161404308,29436.266324474418,28794.73830734421,29115.502315909314,8573019.187225534
43,2012-03-07,28992.131543384276,29189.524779424337,28745.389998334194,28918.10907986925,9343947.3256604
44,2012-03-08,29115.502315909314,29263.547242939363,28745.389998334194,29115.502315909314,16463015.983690748
45,2012-03-09,29386.918015464402,30373.884195664716,29312.895551949376,30349.21004115971,14801398.764276855
46,2012-03-12,30201.16511412966,30250.513423139677,29855.72695105955,29855.72695105955,9595465.569122013
47,2012-03-13,29608.985406009473,30324.5358866547,29608.985406009473,30127.142650614638,9715753.378756892
48,2012-03-14,30349.21004115971,30966.063903784907,30349.21004115971,30842.693131259868,14887156.51535078
49,2012-03-15,30867.367285764874,31089.434676309946,30645.299895219803,30842.693131259868,11389002.202404346
50,2012-03-16,31089.434676309946,31262.153757845,30546.60327719977,30546.60327719977,14656307.673140444
51,2012-03-19,30472.580813684748,31286.82791235001,30447.906659179742,31089.434676309946,9638952.368225187
52,2012-03-20,31262.153757845,31508.89530289508,31089.434676309946,31262.153757845,9678426.871791352
53,2012-03-21,31089.434676309946,31089.434676309946,30645.299895219803,30645.299895219803,10482790.806367988
54,2012-03-22,30472.580813684748,31163.457139824968,30472.580813684748,31040.08636729993,10287282.587473562
55,2012-03-23,30669.974049724813,31434.872839380056,30669.974049724813,31114.108830814952,8807069.76021793
56,2012-03-26,31286.82791235001,31459.546993885066,31114.108830814952,31459.546993885066,7490388.372273869
57,2012-03-27,31706.288538935143,32347.816556065347,31484.221148390072,32347.816556065347,11505156.13178897
58,2012-03-28,32076.400856510263,32273.794092550324,31953.03008398522,32125.749165520276,8045503.64470276
59,2012-03-29,32051.726702005253,32051.726702005253,31582.917766410104,31582.917766410104,9474569.835920919
60,2012-03-30,31336.176221360023,31582.917766410104,31015.412212794923,31459.546993885066,12400303.318920234
61,2012-04-02,31459.546993885066,32051.726702005253,31114.108830814952,32051.726702005253,10210562.633417353
62,2012-04-03,32569.88394661042,33038.69288220557,32125.749165520276,32939.99626418554,13395068.9144351
63,2012-04-04,32841.299646165506,33334.78273626566,32446.51317408538,32569.88394661042,11843323.747554954
64,2012-04-05,32125.749165520276,32939.99626418554,32002.378392995237,32816.625491660496,10484330.879402397
65,2012-04-06,32742.603028145473,32915.32210968053,32397.164865075363,32865.973800670516,8347682.185348872
66,2012-04-09,32569.88394661042,32816.625491660496,32224.44578354031,32495.861483095396,6979367.822514367
67,2012-04-10,32421.839019580373,32569.88394661042,32249.119938045318,32347.816556065347,9064343.013439702
68,2012-04-12,31656.940229925127,32051.726702005253,31286.82791235001,31410.19868487505,20495372.99838831
69,2012-04-13,31212.805448834984,31508.89530289508,31089.434676309946,31286.82791235001,28741613.004654936
70,2012-04-16,31410.19868487505,31484.221148390072,30842.693131259868,31064.76052180494,12368448.12405062
71,2012-04-17,30867.367285764874,31188.131294329978,30620.625740714797,30818.018976754858,11821560.083884493
72,2012-04-18,31508.89530289508,32125.749165520276,31311.502066855017,31903.681774975204,13995211.059001576
73,2012-04-19,31879.007620470198,32249.119938045318,31804.985156955176,32249.119938045318,10674692.01210288
74,2012-04-20,31928.355929480214,32002.378392995237,31533.569457400088,31632.26607542012,8050610.202658957
75,2012-04-23,31311.502066855017,31582.917766410104,31138.782985319962,31558.243611905094,6818024.908041168
76,2012-04-24,31212.805448834984,31730.96269344015,31138.782985319962,31656.940229925127,10743711.600987043
77,2012-04-25,32175.097474530292,32446.51317408538,31903.681774975204,32199.771629035302,11219432.055668384
78,2012-04-26,32569.88394661042,33063.36703671058,32495.861483095396,33063.36703671058,13379384.48642678
79,2012-04-27,33433.47935428569,34124.35568042591,33334.78273626566,33902.288289880846,12901516.035144815
80,2012-04-30,34420.44553448601,34765.88369755612,33976.31075339587,34297.07476196097,12803842.982173098
81,2012-05-02,34790.55785206113,34987.951088101196,34519.14215250604,34790.55785206113,14938100.510199513
82,2012-05-03,34593.164616021066,34790.55785206113,34494.46799800103,34568.490461516056,8378037.835421826
83,2012-05-04,33926.962444385856,34494.46799800103,33285.43442725565,33556.850126810736,16617104.343607128
84,2012-05-07,33112.71534572059,33384.13104527568,32693.254719135457,33112.71534572059,15338438.442670316
85,2012-05-08,33260.76027275064,33359.45689077067,33038.69288220557,33088.04119121558,9776343.094189554
86,2012-05-09,32939.99626418554,33260.76027275064,32668.58056463045,32841.299646165506,10274718.833771804
87,2012-05-10,32791.95133715549,32964.67041869055,32619.232255620434,32742.603028145473,10676515.782801522
88,2012-05-11,32446.51317408538,32643.906410125444,32150.423320025286,32150.423320025286,11094442.970454782
89,2012-05-14,32199.771629035302,32742.603028145473,32175.097474530292,32421.839019580373,12254725.888930852
90,2012-05-15,32175.097474530292,32569.88394661042,32076.400856510263,32347.816556065347,12660251.435833346
91,2012-05-16,32027.052547500247,32076.400856510263,30299.861732149693,30349.21004115971,31303565.025631785
92,2012-05-17,30349.21004115971,30669.974049724813,29633.65956051448,30176.490959624654,26887689.297128677
93,2012-05-18,29707.682024029502,29732.356178534512,28745.389998334194,28770.064152839204,24434109.783888914
94,2012-05-21,29460.940478979424,30003.7718780896,29362.243860959392,29831.052796554544,19260963.933071878
95,2012-05-22,30966.063903784907,30966.063903784907,30275.187577644687,30595.951586209787,19329456.654865324
96,2012-05-23,30595.951586209787,30595.951586209787,29485.614633484434,30127.142650614638,13127015.149972469
97,2012-05-24,29929.749414574573,30225.83926863467,29559.637096999457,30225.83926863467,12375905.319796178
98,2012-05-25,30423.232504674732,30743.996513239836,30176.490959624654,30225.83926863467,8258965.872919374
99,2012-05-29,29905.075260069567,30546.60327719977,29757.030333039518,30546.60327719977,8789602.089748714
100,2012-05-30,30546.60327719977,30595.951586209787,29979.09772358459,30250.513423139677,10309573.118234742
101,2012-05-31,29929.749414574573,29929.749414574573,29411.592169969408,29880.40110556456,17946633.182917178
102,2012-06-01,29929.749414574573,30521.929122694764,29584.311251504463,30423.232504674732,11033893.783259867
103,2012-06-04,29559.637096999457,29732.356178534512,29411.592169969408,29510.28878798944,14664737.546591945
104,2012-06-05,29633.65956051448,29831.052796554544,29436.266324474418,29683.007869524496,10433954.27988213
105,2012-06-07,30571.27743170478,31212.805448834984,30423.232504674732,31212.805448834984,16998029.25019683
106,2012-06-08,31459.546993885066,31459.546993885066,30719.322358734826,30768.670667744842,8086234.523639099
