Timestamp,Open,High,Low,Close,Volume
2012-01-03,127.76000213623047,128.3800048828125,127.43000030517578,107.13492584228516,193697900.0
2012-01-04,127.19999694824219,127.80999755859375,126.70999908447266,107.302978515625,127186500.0
2012-01-05,127.01000213623047,128.22999572753906,126.43000030517578,107.58866119384766,173895000.0
2012-01-06,128.1999969482422,128.22000122070312,127.29000091552734,107.31137084960938,148050000.0
2012-01-09,128.0,128.17999267578125,127.41000366210938,107.5718765258789,99530200.0
2012-01-10,129.38999938964844,129.64999389648438,128.9499969482422,108.50459289550781,115282000.0
2012-01-11,128.72999572753906,129.3699951171875,128.52000427246094,108.56338500976562,111540700.0
2012-01-12,129.57000732421875,129.6999969482422,128.5399932861328,108.82386779785156,118983700.0
2012-01-13,128.63999938964844,129.0500030517578,127.72000122070312,108.26087951660156,179836200.0
2012-01-17,130.0800018310547,130.32000732421875,128.89999389648438,108.68102264404297,132209200.0
2012-01-18,129.30999755859375,130.83999633789062,129.0800018310547,109.88262939453125,163395200.0
2012-01-19,131.22000122070312,131.57000732421875,130.8000030517578,110.4624252319336,126328900.0
2012-01-20,131.24000549316406,131.9499969482422,130.9199981689453,110.8741455078125,138230200.0
2012-01-23,131.50999450683594,132.25,130.97999572753906,110.58843994140625,129295800.0
2012-01-24,130.8000030517578,131.5,130.60000610351562,110.4624252319336,103083300.0
2012-01-25,131.25999450683594,132.8699951171875,130.75,111.38671112060547,198613200.0
2012-01-26,133.14999389648438,133.39999389648438,131.36000061035156,110.81534576416016,184880500.0
2012-01-27,131.24000549316406,132.0500030517578,131.14999389648438,110.76492309570312,135259100.0
2012-01-30,130.50999450683594,131.44000244140625,130.05999755859375,110.38677215576172,147311800.0
2012-01-31,132.02000427246094,132.17999267578125,130.67999267578125,110.34477996826172,157212000.0
2012-02-01,132.2899932861328,133.13999938964844,132.1300048828125,111.31109619140625,166234500.0
2012-02-02,132.72999572753906,133.02000427246094,132.2100067138672,111.487548828125,113090400.0
2012-02-03,134.0,134.6199951171875,133.77000427246094,113.05044555664062,160598500.0
2012-02-06,133.97999572753906,134.50999450683594,133.8300018310547,112.9748306274414,107694500.0
2012-02-07,134.1699981689453,135.02000427246094,133.63999938964844,113.26048278808594,135528100.0
2012-02-08,134.86000061035156,135.22000122070312,134.30999755859375,113.59661865234375,139361400.0
2012-02-09,135.41000366210938,135.58999633789062,134.55999755859375,113.73947143554688,148602900.0
